SnapId,Confidence,Sharpness,Size,Illumination,Pose,Good
5c3894b1152b4f2eea00815e,0.7277863621711731,5.873298897500001,21756,0.19172932330827067,0.03314579477817525,True
5c3899e8152b4f2eea009c14,1.0743542909622192,21.2196374375,15129,0.24812030075187969,0.8730684382253995,True
5c3899e8152b4f2eea009c14,1.0423961877822876,11.37476191,10506,0.3157894736842105,0.34313960097754115,True
5c3899e5152b4f2eea009c11,1.0370291471481323,5.165256789999999,5112,0.20300751879699247,0.34132331642891517,False
5c38917b152b4f2eea007948,1.0738291740417478,34.12764911000001,7310,0.24812030075187969,0.8876462462654909,True
5c3875b2152b4f2eeaffb1b2,0.9661729335784912,11.1568886975,3481,0.4774436090225564,0.8511989127518386,False
5c38753c152b4f2eeaffaf21,0.21772027015686035,75.86477998437499,29913,0.3007518796992481,0.8157315553910285,True
5c386d95152b4f2eeaff6eda,0.9910753965377808,13.260818874374998,15129,0.40225563909774437,0.9152142774809239,False
5c386c43152b4f2eeaff6605,1.0691758394241333,13.314284994374999,10404,0.19548872180451127,0.9031813931732952,True
5c386c32152b4f2eeaff659d,0.945184588432312,13.225209597500001,7225,0.2631578947368421,0.23934710062990694,False
5c386b39152b4f2eeaff5ff1,0.9482101202011108,22.56294836,45369,0.31203007518796994,0.9854395430071772,False
5c3869ef152b4f2eeaff5824,1.0975843667984009,92.34796889750001,10404,0.2894736842105263,0.953208290241506,True
5c38689d152b4f2eeaff51e5,1.0723974704742432,12.643895024375,15006,0.23684210526315788,0.049319962481834234,True
5c386851152b4f2eeaff4dd4,1.0836752653121948,125.96049311937499,45156,0.2932330827067669,0.9145069826925214,False
5c38678e152b4f2eeaff4903,1.1390372514724731,277.577389234375,31329,0.37593984962406013,0.8578499130649377,True
5c38664f152b4f2eeaff3f7e,1.0862206220626829,340.652574969375,31329,0.40225563909774437,0.1274928307462243,True
5c3862dd152b4f2eeaff21f1,1.057350754737854,262.0583369775,45156,0.3458646616541353,0.8652414302607496,True
5c38609b152b4f2eeaff1102,0.9600998163223268,42.58499856,21904,0.2669172932330827,0.8987779667692133,False
5c385993152b4f2eeafeee69,1.033625841140747,25.98286751,21756,0.31203007518796994,0.9926503885147573,True
5c3858bf152b4f2eeafeeb75,1.0612658262252808,395.71175485937505,65025,0.36466165413533835,0.9519853572465165,True
5c38587b152b4f2eeafeeabb,1.0556410551071167,99.2595525975,31152,0.2894736842105263,0.9677659956601246,True
5c385857152b4f2eeafee9fa,1.025415301322937,105.125843359375,45369,0.45864661654135336,0.9397218043767075,True
5c385665152b4f2eeafee2ea,1.0402292013168335,97.493879969375,15129,0.38721804511278196,0.9175199597057224,True
5c38564e152b4f2eeafee296,0.982425093650818,176.93669079750003,31329,0.39097744360902253,0.8773847448048859,True
5c385632152b4f2eeafee206,1.0361670255661009,148.023133974375,31329,0.37969924812030076,0.9355551200509447,True
5c385041d9b881aaf1dd4657,1.0671517848968506,82.9034251775,31329,0.4398496240601504,0.9210051526203301,False
5c384e3dd9b881aaf1dd4205,1.0425897836685178,43.482351990000005,21904,0.3082706766917293,0.8862172814517926,True
5b598d3539d29c5a1bc73fc9,1.0251849889755251,55.91832296937499,44944,0.2819548872180451,0.9444396589618782,True
5b598d3139d29c5a1bc73fc7,0.9745211601257324,31.2641621775,21609,0.21428571428571427,0.9442798913210668,False
5b5987b039d29c5a1bc7383a,1.0480453968048096,80.290618874375,15129,0.462406015037594,0.980721475682635,True
5b59822e39d29c5a1bc730a7,0.3658456802368164,15.34854724,64770,0.3082706766917293,0.7689575840121482,False
5b5980e139d29c5a1bc72efc,1.07638418674469,42.388098177500005,21609,0.37218045112781956,0.952083876010404,True
5b597b6f39d29c5a1bc72757,0.7756609916687012,53.55691701937499,45156,0.40225563909774437,0.23065078763911867,False
5b5979e539d29c5a1bc72479,1.0270978212356567,79.590407269375,45369,0.35714285714285715,0.13090284450836193,True
5b59782d39d29c5a1bc7225f,1.0450263023376465,49.821201924374996,31329,0.39473684210526316,0.8985627008188681,True
5b59704e39d29c5a1bc7183d,0.9941030740737916,107.80724471937499,45156,0.34210526315789475,0.9661448979865832,True
5b596dfb39d29c5a1bc71561,1.030940294265747,56.02081719000001,31329,0.32706766917293234,0.9950085405056759,True
5b596cc439d29c5a1bc71433,1.0566798448562622,34.911637994375,10404,0.3233082706766917,0.08677685950413222,True
5b5876d339d29c5a1bc6e7ea,1.079440712928772,305.18447139750003,31329,0.5864661654135338,0.10689704656973742,True
5b5871c839d29c5a1bc6e168,1.0685951709747314,203.598723519375,31329,0.23684210526315788,0.9240478524798891,True
5b5870a839d29c5a1bc6e059,1.1122311353683472,4.958665849375,15006,0.2669172932330827,0.9070700705369791,False
5b586e2439d29c5a1bc6ddd3,1.053107976913452,79.258077734375,15006,0.2781954887218045,0.9990576180279191,True
5b58694339d29c5a1bc6d93e,1.0625894069671629,38.275310309999995,21756,0.22556390977443608,0.8767578952244092,True
5b58681139d29c5a1bc6d84a,1.1074984073638916,24.3756335975,31329,0.2556390977443609,0.009943281078171273,False
5b5866fe39d29c5a1bc6d77e,1.0294691324234009,66.879016319375,31329,0.2781954887218045,0.9926416848425385,True
5b58665e39d29c5a1bc6d6e1,0.8735156059265137,58.25369375,64770,0.3157894736842105,0.8096423162875923,True
5b5863c739d29c5a1bc6d4bf,1.0744328498840332,40.504931969374994,21904,0.3308270676691729,0.8972520132532904,True
5b5862ac39d29c5a1bc6d3b5,1.0203043222427368,60.051472674375006,44944,0.3082706766917293,0.8857943034133723,False
5b58614239d29c5a1bc6d251,1.0299917459487915,17.800464437499997,21904,0.33458646616541354,0.885922657908123,True
5b5860e439d29c5a1bc6d204,1.0485897064208984,5.947913369375001,3481,0.24812030075187969,0.3924258728392326,True
5b58607a39d29c5a1bc6d1a2,1.0491695404052734,72.579707819375,31329,0.24436090225563908,0.9580022121689047,True
5b585ca039d29c5a1bc6ccf3,1.0818384885787964,26.65756975,21609,0.19172932330827067,0.9187529181317959,False
5b585bad39d29c5a1bc6cbb1,1.1235289573669434,26.970846234375,10404,0.3684210526315789,0.9015514182246812,False
5b58592039d29c5a1bc6c93f,0.9484692811965942,46.475900297500004,31329,0.35714285714285715,0.8151135460607991,True
5b5857be39d29c5a1bc6c7df,1.0235174894332886,52.77447432437501,45369,0.37593984962406013,0.8935007754619405,True
5b584bc739d29c5a1bc6bb2a,0.7732946872711182,101.105024234375,21756,0.2706766917293233,0.7924176940952133,False
5b584b4439d29c5a1bc6bad7,0.9510114192962646,32.094285624375,45369,0.24812030075187969,0.9810139571270471,False
5b5843dc39d29c5a1bc6b0ad,1.0664420127868652,41.6357792975,15129,0.2932330827067669,0.9087305661333007,True
